letter,xbox,ybox,width,height,onpix,xbar,ybar,x2bar,y2bar,xybar,x2ybar,xy2bar,xedge,xedgey,yedge,yedgex
C,21.0,22.0,26,28,238,-0.13348416289592754,-0.01920768307322935,64.43697478991596,81.8655462184874,-10.38655462184874,-86.43697478991596,26.73109243697479,3.3461538461538463,2049,3.2142857142857144,1998
D,21.0,22.0,26,28,399,-0.008000771158665888,-0.0006265664160401181,63.72681704260652,69.68671679197995,-0.21804511278195488,-0.6140350877192983,-148.83959899749374,3.8076923076923075,2277,3.0357142857142856,1809
E,20.0,22.0,24,28,311,-0.065112540192926,0.00459347726228757,39.11897106109325,90.96463022508038,1.4180064308681672,19.662379421221864,-65.2250803858521,4.208333333333333,2322,3.357142857142857,1987
F,19.0,22.0,22,28,268,-0.07920624151967443,-0.05463752665245204,30.22761194029851,81.49253731343283,-12.149253731343284,-99.20149253731343,-125.97014925373135,4.181818181818182,2179,3.0,1715
G,22.5,22.0,27,28,308,-0.050024050024050075,0.031887755102040796,82.33441558441558,78.3538961038961,6.196428571428571,58.7426948051948,100.4659090909091,3.4444444444444446,2154,3.357142857142857,2158
H,22.5,22.0,29,28,433,0.02305486979374049,-0.0008248102936324132,71.18764434180139,76.52655889145497,0.0,-0.1905311778290993,36.635103926096996,3.4827586206896552,2322,3.357142857142857,2081
I,17.0,22.0,12,28,196,-0.02933673469387769,0.0,4.98469387755102,82.78571428571429,0.0,0.0,-15.489795918367347,6.166666666666667,1702,2.3214285714285716,1333
J,16.5,22.0,19,28,238,0.08690844758956211,0.01680672268907557,19.79621848739496,76.27731092436974,-16.054621848739497,22.327731092436974,70.91596638655462,4.2631578947368425,1800,2.5,1390
K,23.0,22.0,30,28,373,-0.06720285969615733,0.05610877058598237,62.57372654155496,81.40482573726541,9.39142091152815,87.30563002680965,-56.689008042895445,3.4,2346,3.7142857142857144,2394
L,20.0,22.0,24,28,241,-0.1339903181189488,0.07513337285121516,43.19917012448133,94.70124481327801,15.228215767634854,142.49792531120332,-211.5103734439834,3.4166666666666665,1818,2.7857142857142856,1606
M,22.0,22.0,36,28,459,0.06184943113047689,-0.023109243697479038,111.68627450980392,71.34858387799564,8.647058823529411,-103.3442265795207,123.13507625272331,3.9166666666666665,3256,3.392857142857143,2060
N,21.5,22.0,27,28,269,-0.0035109458901279858,-0.06864046733935211,50.61431226765799,70.04089219330855,10.600371747211897,-84.35408921933086,-129.84200743494424,4.222222222222222,2655,2.9642857142857144,1759
O,21.0,22.0,28,28,360,0.001785714285714311,-0.005555555555555536,89.61111111111111,64.14444444444445,0.005555555555555556,-17.555555555555557,5.288888888888889,3.5357142857142856,2277,3.1785714285714284,1914
P,19.0,22.0,22,28,284,-0.04449423815621,-0.07155432595573442,33.57746478873239,72.79929577464789,-13.732394366197184,-106.09859154929578,-141.1267605633803,3.909090909090909,2056,2.9285714285714284,1669
Q,22.0,23.0,28,34,398,0.023689877961234704,-0.02948566361217859,84.60804020100502,89.94723618090453,8.266331658291458,-190.90954773869348,161.11557788944722,3.7857142857142856,2468,2.911764705882353,2263
R,22.0,22.0,28,28,405,-0.035449735449735495,0.014814814814814805,52.523456790123454,75.26913580246914,6.296296296296297,71.7679012345679,-88.29629629629629,3.5357142857142856,2251,3.392857142857143,2072
S,18.0,22.0,18,28,255,-0.0006535947712418277,0.0011204481792717047,32.34901960784314,67.44313725490196,5.101960784313725,21.8,-27.619607843137256,5.111111111111111,2097,3.3214285714285716,1845
T,20.0,22.0,24,28,270,-0.001388888888888958,-0.0806878306878307,23.833333333333332,91.57037037037037,0.15185185185185185,-224.78148148148148,0.9296296296296296,3.5833333333333335,2092,2.7142857142857144,1610
U,21.5,22.0,27,28,244,-0.12067395264116572,-0.031176814988290374,56.11065573770492,86.15983606557377,2.084016393442623,-176.27561475409837,-176.3012295081967,3.740740740740741,2350,2.857142857142857,1763
V,21.5,22.0,27,28,224,-0.07837301587301582,-0.10698341836734697,40.651785714285715,69.66517857142857,12.319196428571429,-364.14174107142856,-136.52901785714286,3.4814814814814814,2252,2.8214285714285716,1733
W,21.5,20.0,39,28,404,-0.03592282305153597,-0.08636845827439885,91.4480198019802,62.91831683168317,13.70420792079208,-434.8867574257426,-123.53836633663366,3.282051282051282,3219,3.4642857142857144,2134
X,21.5,22.0,27,28,304,-0.0013401559454190757,-0.0048167293233082175,42.83552631578947,87.25986842105263,18.65953947368421,21.63075657894737,-10.998355263157896,3.5185185185185186,2181,3.7142857142857144,2244
Y,21.5,22.0,27,28,247,-0.05255660518818409,-0.051330248698669756,32.258097165991906,81.39676113360323,11.390688259109313,-292.44028340080973,-120.3744939271255,3.2962962962962963,2152,3.0357142857142856,1860
Z,20.5,22.0,25,28,309,-0.017540453074433627,0.017799352750809,40.295307443365694,96.52427184466019,-9.912621359223301,107.542071197411,-28.60517799352751,3.52,2013,3.607142857142857,2130
A,20.5,22.5,21,27,142,0.23977196512407772,0.0824204486176317,54.61619718309859,64.88380281690141,-9.387323943661972,50.021126760563384,252.9137323943662,4.428571428571429,2046,3.0,1780
B,19.5,22.5,23,27,227,0.05544914767285956,0.017213248490781586,39.09581497797357,70.88436123348018,-13.798458149779735,29.248348017621144,31.662444933920703,4.217391304347826,2203,3.5925925925925926,2047
C,22.0,22.5,26,29,145,-0.19071618037135282,-0.03365041617122479,82.71034482758621,84.38793103448276,-31.43793103448276,-35.16206896551724,-79.12931034482759,3.269230769230769,1989,2.9310344827586206,1836
D,22.0,22.5,28,27,218,0.04652686762778505,0.007985049269452928,78.61467889908256,73.94724770642202,-17.39908256880734,78.5137614678899,-65.9862385321101,3.5357142857142856,2250,3.4814814814814814,2082
E,21.0,22.5,24,27,172,-0.06274224806201545,0.011197243755383245,39.41279069767442,90.43604651162791,-19.73546511627907,60.281976744186046,-33.411337209302324,3.75,2044,3.6296296296296298,2131
F,21.0,22.5,26,27,149,-0.09886422302529688,-0.06848123291076318,47.53691275167785,78.74664429530202,-31.748322147651006,6.1644295302013425,-129.1795302013423,3.269230769230769,1983,3.2222222222222223,1856
G,22.0,22.5,26,29,196,-0.06063579277864994,0.028149190710767037,74.61734693877551,74.7295918367347,-9.60969387755102,23.375,57.25892857142857,3.6923076923076925,2158,3.3793103448275863,2217
H,24.0,22.5,32,27,248,-0.015372983870967749,-0.014486260454002373,70.96774193548387,71.34677419354838,-19.471774193548388,-10.766129032258064,-17.526209677419356,3.09375,2248,3.6296296296296298,2240
I,18.5,22.5,15,27,110,-0.030303030303030217,-0.015824915824915773,8.195454545454545,79.3409090909091,-21.5,13.775,-26.44090909090909,4.866666666666666,1665,2.4444444444444446,1375
J,18.0,23.0,22,28,124,0.04912023460410563,0.016705069124423995,32.91935483870968,83.19354838709677,-42.82258064516129,23.14516129032258,30.822580645161292,3.6363636363636362,1742,2.5357142857142856,1457
K,23.0,22.5,28,27,211,-0.0941096817874069,0.032736527997191525,45.23222748815166,80.84715639810426,-13.710900473933648,94.74407582938389,-87.72037914691943,3.5357142857142856,2248,3.6296296296296298,2216
L,18.0,22.5,20,27,132,-0.057196969696969725,0.06313131313131308,19.37121212121212,92.43181818181819,-8.299242424242424,169.5189393939394,-34.04356060606061,3.9,1725,2.888888888888889,1594
M,22.5,22.5,37,27,270,0.0031031031031030763,0.004938271604938254,91.82037037037037,68.86481481481482,-15.511111111111111,-107.92222222222222,5.647222222222222,3.7567567567567566,3068,3.5925925925925926,2155
N,23.5,22.5,29,27,178,-0.033320418442464105,-0.027881814398668325,50.53089887640449,70.16011235955057,-8.6938202247191,-33.912921348314605,-92.62359550561797,4.0344827586206895,2655,3.074074074074074,1845
O,24.5,22.5,27,29,213,-0.012432620413841041,0.008823053262101376,88.45657276995306,66.84154929577464,-20.923708920187792,34.430164319248824,-23.9806338028169,3.7777777777777777,2304,3.206896551724138,2166
P,22.5,22.5,25,27,173,-0.01861271676300575,-0.0806037251123956,48.365606936416185,71.32514450867052,-33.85982658959538,-49.35332369942196,-78.7521676300578,3.44,2041,3.259259259259259,1967
Q,21.0,21.5,26,37,274,-0.02610892756878158,0.006016965870980425,79.51824817518248,118.00912408759125,-29.313868613138688,-133.3905109489051,-59.27919708029197,4.269230769230769,2656,3.108108108108108,2390
R,20.0,22.5,22,27,219,0.04109589041095887,-0.0017757483510907664,36.28310502283105,71.7568493150685,-15.191780821917808,24.041095890410958,55.05707762557078,4.5,2236,3.2962962962962963,1926
S,19.5,22.5,21,29,156,0.018009768009767987,0.011052166224580039,27.352564102564102,78.59615384615384,-10.96474358974359,32.375,-2.3221153846153846,4.285714285714286,2041,2.9655172413793105,1802
T,22.0,22.5,22,27,138,-0.09057971014492755,-0.10144927536231886,31.355072463768117,92.59782608695652,-20.85144927536232,-111.25,-125.39673913043478,3.8181818181818183,2024,2.925925925925926,1677
U,22.0,23.0,28,28,160,-0.14933035714285708,-0.040401785714285765,87.85625,84.55625,-13.525,-134.5,-240.7875,3.642857142857143,2303,3.107142857142857,1846
V,23.5,22.5,23,27,134,-0.2157689811810513,-0.10503040353786625,60.115671641791046,75.44402985074628,-11.305970149253731,-100.56716417910448,-250.82276119402985,4.043478260869565,2192,2.8518518518518516,1705
W,24.0,22.5,32,27,251,-0.1446713147410359,-0.08093551719049724,86.0398406374502,66.35358565737052,-9.282868525896415,-149.996015936255,-236.8784860557769,4.15625,3095,3.6296296296296298,2189
X,23.5,22.5,31,27,165,0.008895405669599265,-0.012233445566778958,35.837878787878786,86.98939393939393,-18.204545454545453,3.153787878787879,19.802272727272726,3.096774193548387,2180,3.5185185185185186,2183
Y,22.5,22.5,21,27,141,-0.14471462343802766,-0.06895193065405826,29.25709219858156,82.3918439716312,-9.445035460992909,-92.34485815602837,-245.63209219858157,4.095238095238095,2055,2.888888888888889,1693
Z,19.0,22.5,24,27,167,0.011726546906187648,0.007873142603681507,37.88622754491018,92.77694610778443,-33.0688622754491,2.212574850299401,28.04640718562874,3.3333333333333335,1814,3.7777777777777777,2090
A,22.5,22.5,31,29,209,0.03110047846889949,0.0995710278831876,49.6566985645933,73.94377990430623,8.269138755980862,466.04724880382776,86.03528708133972,3.096774193548387,2110,3.2758620689655173,2079
B,20.0,22.0,26,30,316,0.02714216163583248,0.012552742616033778,66.57911392405063,87.43987341772151,5.993670886075949,62.98101265822785,-43.89873417721519,4.038461538461538,2431,3.6,2288
C,21.0,22.5,26,29,187,-0.16412998765939937,-0.004148995021205999,79.80748663101605,95.56550802139037,-9.561497326203208,-92.81818181818181,-38.606951871657756,3.4615384615384617,2103,3.2413793103448274,2074
D,22.0,22.0,30,30,303,0.008690869086908748,0.0018701870187018226,97.64686468646865,91.12541254125412,1.306930693069307,3.7491749174917492,-190.04620462046205,3.566666666666667,2492,3.2666666666666666,2129
E,19.5,22.0,25,30,238,-0.07596638655462186,-0.014285714285714235,44.418067226890756,107.19327731092437,1.9453781512605042,20.876050420168067,-145.7983193277311,3.8,2185,3.4,2138
F,18.0,22.0,22,30,204,-0.10695187165775404,-0.06781045751633989,35.31372549019608,96.6029411764706,-13.166666666666666,-114.04901960784314,-203.4313725490196,4.045454545454546,2135,2.9,1724
G,22.5,22.5,29,29,248,-0.057285873192436006,0.025166852057842068,98.53225806451613,82.95161290322581,2.808467741935484,59.694556451612904,33.516129032258064,3.3793103448275863,2218,3.4827586206896552,2296
H,22.0,22.0,30,30,310,-0.0010752688172042705,-0.006666666666666643,88.87096774193549,94.56129032258065,0.2903225806451613,-18.574193548387097,3.129032258064516,3.6666666666666665,2590,3.3333333333333335,2200
I,21.5,22.0,11,30,146,0.0,-0.005479452054794483,3.291095890410959,99.89041095890411,0.0,-2.1780821917808217,0.0,7.090909090909091,1824,2.1666666666666665,1420
J,22.5,22.0,15,30,166,0.08795180722891563,-0.00963855421686747,10.454819277108435,91.37349397590361,-15.58433734939759,6.602409638554217,36.80120481927711,5.533333333333333,1879,2.1333333333333333,1413
K,23.5,22.0,31,30,301,-0.10518701103847394,0.0416389811738649,67.81146179401993,100.7375415282392,10.152823920265782,81.76079734219269,-151.25249169435216,3.4838709677419355,2514,3.6333333333333333,2474
L,22.0,22.0,24,30,175,-0.1854761904761905,0.06019047619047614,49.22857142857143,114.06857142857143,15.09142857142857,122.53142857142858,-373.30857142857144,3.5,1893,2.6,1664
M,21.5,22.0,37,30,378,0.06706706706706705,0.008906525573192188,132.99074074074073,81.7010582010582,7.141534391534392,-117.65806878306879,150.49867724867724,4.135135135135135,3498,3.3,2114
N,20.5,22.0,31,30,271,0.02934174503035356,-0.02509225092250927,80.94372693726937,80.33210332103322,11.590405904059041,-89.97416974169742,2.4501845018450186,4.0,2882,2.966666666666667,1856
O,20.5,22.5,29,29,264,0.008228840125391839,0.002742946708463905,107.47727272727273,73.3409090909091,-0.8181818181818182,-4.161931818181818,8.726325757575758,3.5517241379310347,2340,3.2758620689655173,2015
P,20.0,22.0,22,30,257,-0.04014856738592149,-0.062127107652399496,38.540856031128406,80.1750972762646,-15.910505836575876,-118.40077821011673,-158.69649805447472,4.2272727272727275,2258,2.8333333333333335,1786
Q,20.5,21.5,29,39,302,0.023863895866636276,-0.04270674138223804,97.62748344370861,109.4751655629139,8.332781456953642,-316.7872516556291,156.7524834437086,3.896551724137931,2745,2.6666666666666665,2278
R,23.0,22.0,28,30,326,-0.06474583698510081,0.010736196319018395,52.579754601226995,84.16871165644172,3.8067484662576687,71.08895705521472,-133.85582822085888,3.75,2417,3.2666666666666666,2196
S,21.0,22.5,20,29,204,-0.006862745098039191,-0.0016903313049358227,36.65686274509804,80.37745098039215,11.848039215686274,14.490196078431373,-39.15196078431372,4.55,2091,3.310344827586207,2044
T,22.0,22.0,24,30,211,-0.0017772511848341093,-0.0865718799368088,22.175355450236967,108.1611374407583,-0.6398104265402843,-243.95734597156397,0.32701421800947866,3.75,2233,2.6,1712
U,21.5,22.0,31,30,220,-0.07390029325513191,-0.022272727272727267,93.83181818181818,99.12272727272727,0.07954545454545454,-294.9579545454545,-142.24318181818182,3.5483870967741935,2605,2.8333333333333335,1858
V,21.0,22.0,30,30,194,-0.05446735395189002,-0.09707903780068723,57.118556701030926,85.55154639175258,11.737113402061855,-558.180412371134,-129.60309278350516,3.466666666666667,2536,2.7,1745
W,22.5,22.0,41,30,342,-0.038154328911710125,-0.07807017543859646,100.50146198830409,78.34210526315789,11.635964912280702,-579.0533625730994,-128.29093567251462,3.5365853658536586,3477,3.3,2213
X,21.0,22.0,30,30,256,-0.0005208333333333333,-0.005078125,55.96875,108.69921875,12.5546875,70.90625,-29.765625,3.533333333333333,2373,3.8,2450
Y,20.5,22.0,31,30,201,-0.031535869041887384,-0.08474295190713098,39.97139303482587,100.8905472636816,9.41044776119403,-453.55099502487565,-103.18159203980099,3.0,2229,3.066666666666667,1956
Z,19.5,22.0,25,30,218,-0.011376146788990838,0.03318042813455655,42.7454128440367,116.6559633027523,-22.543577981651374,100.71674311926606,-7.64908256880734,3.56,2014,3.533333333333333,2195
A,20.0,23.0,28,32,320,0.00044642857142854604,0.0390625,51.76875,78.88125,0.9375,394.25625,7.575,3.642857142857143,2241,2.65625,1790
B,22.5,23.0,23,32,402,-0.07062513519359717,0.00497512437810943,58.03109452736319,102.91044776119404,4.4278606965174125,45.124378109452735,-231.25124378109453,4.304347826086956,2217,3.15625,2253
C,22.0,23.0,26,32,280,-0.08118131868131861,-0.0035714285714285587,71.225,135.49285714285713,-0.31785714285714284,2.532142857142857,149.44642857142858,3.269230769230769,1902,2.96875,2136
D,22.5,23.0,27,32,368,-0.04518921095008058,-0.0004245923913043237,85.1195652173913,112.94836956521739,-0.06385869565217392,-9.63383152173913,-326.9904891304348,3.814814814814815,2311,2.875,2057
E,21.0,23.0,20,32,336,-0.10625,-0.009486607142857095,45.875,121.93452380952381,-0.6071428571428571,-8.5,-130.13095238095238,3.9,1761,3.125,2213
F,19.0,23.0,20,32,253,-0.14940711462450587,-0.12685276679841895,41.44664031620553,102.4703557312253,-9.075098814229248,-112.9407114624506,-228.7588932806324,3.9,1761,2.5,1676
G,22.0,23.0,28,32,366,0.0043911007025760895,0.021004098360655754,86.76229508196721,114.80327868852459,7.1502732240437155,96.98087431693989,169.1120218579235,3.357142857142857,2055,3.375,2480
H,21.0,23.0,24,32,327,0.01924057084607537,-0.007549694189602496,86.14984709480122,73.00611620795107,0.4525993883792049,-5.82262996941896,27.902140672782874,4.458333333333333,2393,2.1875,1515
I,18.5,23.0,11,32,190,0.0,-0.012828947368421106,6.018421052631579,128.89473684210526,0.0,-8.586842105263157,0.0,7.090909090909091,1761,2.03125,1360
J,16.5,23.0,15,32,193,0.22780656303972363,0.009715025906735786,26.54015544041451,127.22279792746114,-12.290155440414507,-2.5025906735751295,220.74093264248705,5.266666666666667,1770,2.15625,1382
K,23.0,23.0,24,32,310,-0.12876344086021504,0.012197580645161299,65.33548387096774,88.46129032258065,2.9419354838709677,36.303225806451614,-74.61290322580645,4.541666666666667,2446,2.59375,1929
L,20.5,23.0,19,32,196,-0.24919441460794844,0.14795918367346939,52.18877551020408,130.12244897959184,9.46938775510204,119.55102040816327,-350.3673469387755,4.105263157894737,1761,2.03125,1400
M,25.0,23.0,28,32,445,0.01837881219903689,-0.045716292134831416,111.5752808988764,78.7438202247191,1.3820224719101124,-95.13483146067416,49.0314606741573,5.035714285714286,3228,2.3125,1715
N,23.0,23.0,24,32,384,-0.020833333333333332,-0.00813802083333337,75.90104166666667,84.94791666666667,11.661458333333334,-15.979166666666666,-60.364583333333336,5.5,2970,2.25,1627
O,22.5,23.0,29,32,363,-0.002992305500142431,0.0028409090909090606,95.5392561983471,109.16528925619835,-0.8966942148760331,27.449724517906336,-18.761707988980717,3.586206896551724,2320,3.03125,2160
P,19.5,23.0,21,32,284,-0.10144198524480211,-0.10585387323943662,47.95422535211268,87.6830985915493,-10.077464788732394,-116.32570422535211,-265.2464788732394,4.333333333333333,2125,2.46875,1653
Q,22.5,22.0,29,40,421,0.03616184781718407,-0.022327790973871765,92.04097387173397,149.14964370546318,20.133016627078383,-110.31353919239905,353.8147268408551,3.8275862068965516,2653,2.65,2457
R,23.5,23.0,25,32,355,-0.12118309859154934,-0.029225352112676073,63.50070422535211,93.17183098591549,11.56056338028169,32.1887323943662,-241.67887323943663,4.12,2259,2.8125,2045
S,20.0,23.0,24,32,330,-0.002020202020201959,0.004071969696969657,53.29090909090909,115.4030303030303,7.990909090909091,40.9,-14.718181818181819,3.5416666666666665,1902,3.4375,2286
T,19.5,23.0,27,32,228,0.0,-0.1907894736842105,32.68859649122807,141.5438596491228,0.0,-463.49122807017545,0.0,2.888888888888889,1761,2.28125,1536
U,22.0,23.0,24,32,297,0.0009820426487093432,0.04692760942760943,89.25589225589225,101.22558922558923,0.07744107744107744,-134.91919191919192,-0.6363636363636364,4.5,2466,2.1875,1540
V,21.0,23.0,28,32,271,-0.002108592514496545,-0.012453874538745358,59.38007380073801,87.48339483394834,1.055350553505535,-451.35055350553506,-10.612546125461254,3.7857142857142856,2447,2.3125,1599
W,21.5,23.0,39,32,455,0.0031839954916878335,-0.012293956043956,125.85,85.64615384615385,1.1527472527472526,-346.0412087912088,10.678021978021977,4.051282051282051,3592,2.65625,1850
X,21.0,23.0,26,32,285,0.008771929824561379,0.0006578947368420796,48.670175438596495,94.62456140350878,0.624561403508772,2.743859649122807,26.63157894736842,4.0,2333,2.90625,2011
Y,19.5,23.0,25,32,212,-0.00415094339622641,-0.09375,35.259433962264154,89.47169811320755,1.0849056603773586,-403.5990566037736,-14.245283018867925,3.68,2202,2.21875,1497
Z,21.0,23.0,24,32,311,0.009110396570203664,0.003918810289389119,45.02250803858521,152.556270096463,-17.929260450160772,19.858520900321544,39.459807073954984,3.25,1761,3.40625,2346
A,20.5,23.0,27,30,462,0.006653839987173303,0.054184704184704204,43.51406926406926,73.32683982683983,0.2326839826839827,296.9085497835498,10.784632034632034,3.4074074074074074,1999,2.6333333333333333,1687
B,21.0,23.0,24,30,570,-0.06074561403508779,0.009883040935672464,52.363157894736844,81.73157894736842,3.442105263157895,40.36842105263158,-152.57543859649124,3.7916666666666665,2037,3.0,1962
C,20.0,23.5,24,31,397,-0.05709487825356844,-0.004672137807751649,53.24433249370277,104.03841309823677,-1.4811083123425692,-9.347607052896725,144.20151133501258,3.5416666666666665,1895,2.838709677419355,1913
D,22.5,23.0,27,30,546,-0.06688373355040024,0.00738705738705742,75.52106227106228,84.52564102564102,0.9990842490842491,15.322802197802197,-263.31043956043953,3.5555555555555554,2147,2.8333333333333335,1890
E,19.0,23.0,20,30,450,-0.09111111111111114,-0.012962962962962976,38.71111111111111,96.27777777777777,-1.9555555555555555,-8.555555555555555,-71.02222222222223,3.8,1717,3.033333333333333,1958
F,19.0,23.0,20,30,396,-0.13232323232323234,-0.08257575757575755,39.54545454545455,80.89141414141415,-10.166666666666666,-68.48484848484848,-198.23737373737373,3.8,1717,2.6,1659
G,21.0,23.5,26,31,515,0.0077669902912620775,0.016630128405887904,64.58252427184466,89.41893203883495,4.574757281553398,45.619417475728156,142.01941747572815,3.5384615384615383,2028,3.161290322580645,2194
H,21.5,23.0,25,30,521,-0.009174664107485598,-0.0026871401151630893,81.20969289827255,71.32437619961613,-0.43378119001919385,3.300383877159309,-20.412667946257198,4.08,2284,2.3666666666666667,1549
I,19.5,23.0,15,30,316,0.015611814345991586,-0.006856540084388148,13.579113924050633,106.09177215189874,-0.3560126582278481,-6.760284810126582,11.653481012658228,5.066666666666666,1717,2.3333333333333335,1474
J,14.5,23.5,17,31,317,0.15522360363703835,0.00758115396356981,26.88722397476341,107.2910094637224,-11.292586750788644,9.118690851735016,110.65970031545741,4.588235294117647,1735,2.2580645161290325,1342
K,22.0,23.0,26,30,515,-0.10500373412994776,0.005631067961165096,60.679611650485434,79.75339805825243,0.30097087378640774,12.312621359223302,-98.89902912621359,3.923076923076923,2294,2.7333333333333334,1879
L,19.0,23.0,20,30,312,-0.21506410256410255,0.09188034188034185,43.68589743589744,98.49358974358974,10.352564102564102,86.0576923076923,-263.62179487179486,3.8,1717,2.2,1389
M,24.5,23.0,31,30,676,0.00625119297575877,-0.02726824457593686,113.4423076923077,68.17899408284023,1.2300295857988166,-39.96486686390533,12.536242603550296,3.935483870967742,2705,2.6,1790
N,22.0,23.0,26,30,599,0.002118916142288404,-0.006789092932665497,78.56928213689483,72.35726210350585,6.378964941569282,7.213689482470785,-6.923205342237062,4.346153846153846,2540,2.4,1584
O,22.0,23.5,28,31,527,-0.00040661425860667933,-0.005661994246189638,75.09677419354838,83.20256166982922,0.6869070208728653,-11.375711574952561,-7.4411764705882355,3.4642857142857144,2153,2.838709677419355,1929
P,20.5,23.0,23,30,458,-0.1030947408391874,-0.07518195050946137,53.49017467248908,71.54803493449782,-9.778384279475983,-76.94377729257641,-257.99454148471614,3.739130434782609,1982,2.566666666666667,1646
Q,20.5,22.5,29,39,613,0.02101029420037121,-0.032480026770401994,73.64641109298532,122.40334420880913,15.652936378466558,-129.70004078303427,244.30566884176181,3.689655172413793,2510,2.5384615384615383,2206
R,22.5,23.0,27,30,557,-0.09817807035042228,-0.009395571514063405,62.72037701974865,78.65170556552962,5.975763016157989,43.78231597845601,-188.37073608617595,3.5555555555555554,2092,2.8666666666666667,1934
S,19.5,23.5,23,31,471,-0.00429243976737751,0.0016779672625162334,42.653397027600846,89.32006369426752,3.096072186836518,18.22107218683652,-17.009819532908704,3.608695652173913,1852,3.225806451612903,2051
T,18.5,23.0,25,30,354,0.0,-0.12429378531073448,26.87146892655367,103.33333333333333,0.0,-287.7118644067797,0.0,3.04,1717,2.3666666666666667,1471
U,21.5,23.5,25,31,478,-0.0173221757322176,0.01585909029558645,71.77719665271967,85.82322175732217,0.1809623430962343,-123.68671548117155,-30.894874476987447,4.12,2360,2.3225806451612905,1565
V,20.5,23.0,27,30,427,-0.0017781247289443743,-0.03161592505854796,48.29683840749414,74.56440281030444,0.47423887587822017,-322.4525761124122,-5.450819672131147,3.5925925925925926,2284,2.433333333333333,1564
W,22.5,23.0,41,30,758,-0.005083982238239246,-0.013236587510993896,122.21042216358839,72.42084432717678,-0.021767810026385226,-307.3947889182058,-22.699868073878626,3.268292682926829,3096,2.9,1935
X,20.5,23.0,27,30,469,0.009042091131643427,0.0009239516702203095,45.819296375266525,86.70575692963753,-0.08208955223880597,2.1988272921108742,25.542643923240938,3.4814814814814814,2113,3.0,1926
Y,20.5,23.0,27,30,368,-0.004830917874396124,-0.08813405797101445,35.26086956521739,81.9320652173913,1.0203804347826086,-339.0088315217391,-11.572010869565217,3.2222222222222223,2069,2.433333333333333,1564
Z,19.0,23.0,24,30,441,-0.008503401360544208,0.0015117157974300947,37.74149659863946,110.9297052154195,-9.795918367346939,42.317460317460316,-16.53061224489796,3.1666666666666665,1717,3.2333333333333334,1976
A,20.0,23.0,26,32,305,-0.01752837326607817,0.03709016393442621,43.37377049180328,79.73114754098361,0.11475409836065574,330.35081967213114,-28.534426229508195,3.8846153846153846,2208,2.5625,1725
B,19.5,23.0,21,32,393,-0.052284017932872844,-0.007076972010178095,50.63167938931298,100.95419847328245,1.9122137404580153,17.989185750636132,-156.00127226463104,4.761904761904762,2226,3.15625,2088
C,19.5,23.5,23,33,255,-0.10000000000000003,-0.002792632204396954,57.76372549019608,138.16372549019607,1.1107843137254902,-17.61127450980392,116.80539215686275,3.739130434782609,1930,2.696969696969697,1888
D,21.5,23.0,25,32,354,-0.06632768361581924,0.0004413841807909824,80.28389830508475,113.1045197740113,0.653954802259887,3.6532485875706215,-347.5974576271187,4.16,2320,2.8125,1949
E,16.0,23.0,20,32,334,-0.12110778443113776,-0.008046407185628768,44.458083832335326,121.75449101796407,-0.5239520958083832,-1.6317365269461077,-143.81736526946108,3.9,1761,3.21875,1952
F,18.5,23.0,19,32,261,-0.17372454123815287,-0.12080938697318011,44.349616858237546,99.59003831417624,-8.063218390804598,-92.26915708812261,-263.86015325670496,4.105263157894737,1761,2.625,1712
G,20.5,23.5,25,33,341,0.002052785923753646,0.020572291833288923,71.88049853372434,112.53739002932551,5.71041055718475,67.48643695014663,144.6257331378299,3.88,2117,3.0606060606060606,2222
H,20.5,23.0,23,32,332,-0.003404924044002099,-0.0075301204819276935,85.05722891566265,73.55421686746988,-0.5542168674698795,0.2289156626506024,-2.789156626506024,4.6521739130434785,2393,2.28125,1534
I,14.0,23.0,12,32,186,-0.025985663082437327,0.0005040322580645018,6.56989247311828,129.39247311827958,0.3763440860215054,2.817204301075269,-24.053763440860216,6.5,1761,2.09375,1300
J,13.5,23.5,15,33,208,0.22820512820512823,0.006410256410256361,25.365384615384617,119.58653846153847,-14.278846153846153,-11.620192307692308,206.1778846153846,5.333333333333333,1775,2.0303030303030303,1287
K,20.0,23.0,22,32,310,-0.12844574780058646,0.00846774193548383,53.83870967741935,88.56774193548387,2.5,28.77741935483871,-71.42903225806451,4.909090909090909,2421,2.625,1814
L,18.0,23.0,18,32,193,-0.25071963154864707,0.1428108808290155,46.21243523316062,128.22797927461139,8.373056994818652,108.37305699481865,-330.60103626943004,4.333333333333333,1761,2.0625,1358
M,22.5,23.0,27,32,416,-8.903133903135927e-05,-0.054086538461538436,103.5,80.4423076923077,0.21634615384615385,-109.3798076923077,-0.40384615384615385,5.222222222222222,3228,2.28125,1620
N,20.5,23.0,23,32,388,0.001232631107126806,-0.007570876288659822,74.63144329896907,85.29896907216495,12.079896907216495,9.789948453608247,-13.144329896907216,5.739130434782608,2970,2.15625,1482
O,21.5,23.5,27,33,344,-0.00043066322136092944,-0.009778012684989467,87.26162790697674,110.52325581395348,0.4055232558139535,-33.18531976744186,-1.3313953488372092,3.925925925925926,2360,2.8181818181818183,2022
P,19.0,23.0,20,32,287,-0.12891986062717767,-0.10017421602787457,50.43205574912892,87.07317073170732,-9.602787456445993,-95.45644599303135,-296.397212543554,4.55,2125,2.5625,1675
