letter,xbox,ybox,width,height,onpix,xbar,ybar,x2bar,y2bar,xybar,x2ybar,xy2bar,xedge,xedgey,yedge,yedgex
M,23.0,21.5,24,23,237,-0.034634317862165975,-0.01751972115208219,76.41772151898734,42.89978902953587,-1.770042194092827,-108.22573839662448,-29.490506329113924,5.291666666666667,2941,3.0434782608695654,1565
N,19.5,21.5,17,23,203,-0.0050709939148072015,-0.013600342685799937,41.717980295566505,41.254926108374384,5.762315270935961,-12.11268472906404,-11.972290640394089,6.294117647058823,2492,2.739130434782609,1341
O,20.0,21.5,20,23,184,-0.008695652173913082,-0.004489603024574723,47.30434782608695,56.17391304347826,-1.3695652173913044,-4.989130434782608,-15.673913043478262,4.45,2069,3.4782608695652173,1683
P,17.5,21.5,13,23,141,-0.1279323513366066,-0.11208757323465922,22.406028368794328,45.32801418439716,-4.710992907801418,-37.29698581560284,-89.73492907801419,6.0,1851,2.9130434782608696,1375
Q,21.0,23.0,22,26,202,-0.014851485148514825,-0.011614623000761607,50.82178217821782,63.98514851485149,9.896039603960396,12.915841584158416,27.56930693069307,4.2272727272727275,2111,3.269230769230769,1833
R,21.0,21.5,16,25,205,-0.08079268292682928,-0.03736585365853656,29.28292682926829,57.801219512195125,4.475609756097561,9.841463414634147,-66.07926829268293,5.6875,2083,3.0,1629
S,19.5,19.5,13,23,130,0.004733727810650871,0.013377926421404635,15.557692307692308,59.573076923076925,5.680769230769231,18.06923076923077,-12.63076923076923,5.615384615384615,1749,3.4782608695652173,1666
T,20.0,19.5,16,23,111,-0.0045045045045044585,-0.17724245985115547,10.81081081081081,69.47522522522523,0.8288288288288288,-108.7927927927928,-9.531531531531531,4.3125,1647,2.6956521739130435,1330
U,20.0,19.5,16,23,138,0.03532608695652173,0.07876496534341525,42.08695652173913,52.10507246376812,-4.188405797101449,-7.891304347826087,13.807971014492754,5.625,2193,2.6956521739130435,1330
V,18.5,19.5,19,23,129,-0.00999592003263971,-0.01331311088641732,27.13372093023256,42.11046511627907,0.08333333333333333,-144.30910852713177,-3.5978682170542635,4.684210526315789,2197,2.8260869565217392,1360
W,24.5,19.5,29,23,240,-0.0035919540229885465,-0.006884057971014565,71.54166666666667,41.775,1.41875,-135.41875,-6.730208333333334,4.344827586206897,3134,3.260869565217391,1725
X,21.0,19.5,16,23,143,0.010052447552447497,0.013225904530252316,20.244755244755243,47.97027972027972,0.23426573426573427,19.96853146853147,1.7744755244755244,5.5,2129,3.217391304347826,1605
Y,20.5,19.5,15,23,105,-0.006666666666666762,-0.11739130434782606,15.811904761904762,43.20238095238095,0.8738095238095238,-123.3702380952381,-6.548809523809524,5.333333333333333,1999,2.652173913043478,1318
Z,20.0,19.5,14,23,143,0.012987012987013102,0.005928853754940726,15.048951048951048,76.69755244755245,-6.573426573426573,4.020979020979021,13.388111888111888,4.928571428571429,1647,3.608695652173913,1754
A,19.0,21.0,22,26,293,0.0032578343158548117,0.04673142557101606,28.733788395904437,56.96928327645051,0.7201365187713311,164.31058020477815,8.34470989761092,4.045454545454546,2054,2.8846153846153846,1560
B,19.5,21.0,17,26,318,-0.04273029966703657,0.008103531688437334,30.67138364779874,64.29245283018868,2.240566037735849,15.32311320754717,-75.19654088050315,5.235294117647059,2073,3.1923076923076925,1738
C,18.5,21.5,17,27,226,-0.08667360749609584,0.00819403474270733,27.913716814159294,84.93141592920354,-0.25663716814159293,2.6216814159292037,85.01659292035399,4.411764705882353,1741,2.814814814814815,1596
D,19.5,21.0,19,26,320,-0.0610197368421053,0.0018028846153846155,40.93125,66.603125,0.6828125,1.51171875,-144.8015625,4.7368421052631575,2106,2.8846153846153846,1575
E,19.5,21.0,15,26,273,-0.10317460317460317,-0.009298393913778496,23.42948717948718,75.8974358974359,-0.40293040293040294,-2.316849816849817,-53.46153846153846,4.8,1683,3.1538461538461537,1759
F,19.5,21.0,15,26,229,-0.1550218340611354,-0.09606986899563316,24.808951965065503,64.82969432314411,-6.004366812227074,-38.66812227074236,-127.86026200873363,4.8,1683,2.730769230769231,1517
G,18.5,21.5,19,27,309,0.016096065406233942,0.027867673498741422,37.02022653721683,70.91019417475728,3.117313915857605,33.89360841423948,102.7334142394822,4.526315789473684,1978,3.111111111111111,1761
H,19.0,21.0,18,26,312,-0.0016025641025640722,0.004807692307692308,44.67628205128205,51.16346153846154,0.375,5.458333333333333,-4.875,5.222222222222222,2211,2.4615384615384617,1351
I,19.0,21.0,16,26,221,0.0,-0.009397841977027465,13.55656108597285,89.90045248868778,0.0,-7.402714932126697,0.0,4.625,1711,2.8461538461538463,1541
J,19.0,21.5,14,27,211,0.09444820582261342,-0.013252589081972922,16.77251184834123,88.0888625592417,-4.106635071090047,-15.414691943127963,-11.119668246445498,5.285714285714286,1708,2.5555555555555554,1419
K,20.0,21.0,18,26,282,-0.12214342001576048,0.00859247135842882,31.23404255319149,62.02482269503546,0.1524822695035461,3.826241134751773,-59.02482269503546,5.333333333333333,2259,2.8461538461538463,1596
L,19.5,21.0,15,26,178,-0.23408239700374528,0.11214347450302511,28.160112359550563,78.06179775280899,6.558988764044944,50.30196629213483,-163.44101123595505,4.8,1683,2.3461538461538463,1302
M,19.0,21.0,20,26,325,-0.002923076923076984,-0.047100591715976275,44.95076923076923,53.027692307692305,-0.2953846153846154,17.144615384615385,1.8215384615384616,5.8,2753,2.5384615384615383,1389
N,19.0,21.0,18,26,328,-0.0005081300813007456,0.002462476547842348,41.045731707317074,56.40548780487805,6.512195121951219,0.09146341463414634,1.5121951219512195,6.055555555555555,2566,2.4615384615384617,1351
O,19.0,21.5,20,27,310,-0.0008064516129032029,-0.00011947431302272305,42.093548387096774,67.11451612903225,-1.5919354838709678,-4.27258064516129,0.10564516129032259,4.6,2149,2.8518518518518516,1598
P,19.5,21.0,17,26,266,-0.10393631136665187,-0.07186234817813765,33.42293233082707,53.9812030075188,-6.107142857142857,-44.339285714285715,-157.11466165413535,4.882352941176471,1991,2.730769230769231,1497
Q,19.5,22.5,21,35,374,0.0044563279857397576,-0.02314744079449958,38.63502673796791,103.41577540106952,9.68048128342246,-78.7533422459893,104.27473262032086,4.761904761904762,2331,2.4571428571428573,1832
R,20.0,21.0,18,26,298,-0.07997762863534676,-0.024651522973670674,31.197986577181208,60.31208053691275,5.073825503355705,9.463087248322148,-77.08724832214764,5.0,2062,2.9615384615384617,1643
S,19.0,21.5,18,27,281,-0.013048635824436557,0.017727692104916315,25.672597864768683,74.74110320284697,5.316725978647687,28.1423487544484,-43.71708185053381,4.166666666666667,1741,3.259259259259259,1790
T,19.0,21.0,18,26,205,0.0,-0.14446529080675427,14.975609756097562,81.95121951219512,0.0,-150.2439024390244,0.0,4.0,1683,2.4615384615384617,1351
U,19.0,21.5,18,27,290,-0.0057471264367815345,0.01890166028097058,44.06206896551724,65.91206896551724,-1.089655172413793,-57.97931034482759,-11.708620689655172,5.388888888888889,2305,2.3703703703703702,1351
V,19.0,21.0,22,26,262,-0.006072172102706507,-0.017028772753963615,33.01908396946565,57.900763358778626,0.14122137404580154,-182.8969465648855,-4.751908396946565,4.2272727272727275,2250,2.6153846153846154,1427
W,19.0,21.0,20,26,314,-0.008917197452229252,0.05977462028417445,47.99363057324841,55.78343949044586,-0.06687898089171974,-13.226114649681529,-3.9012738853503186,5.8,2696,2.5384615384615383,1389
X,19.0,21.0,20,26,276,-0.008333333333333392,0.008221850613154903,27.166666666666668,65.78623188405797,1.6268115942028984,9.322463768115941,-15.851449275362318,4.5,2115,3.076923076923077,1648
Y,19.0,21.0,20,26,213,-0.0007042253521126085,-0.07800650054171185,24.004694835680752,56.92018779342723,0.2112676056338028,-197.27230046948358,-2.6056338028169015,4.2,2061,2.5384615384615383,1389
Z,19.0,21.0,18,26,263,0.002746092099704198,-0.006434630008774533,22.665399239543728,90.25095057034221,-7.901140684410646,8.304182509505704,4.775665399239544,4.0,1683,3.3461538461538463,1797
A,19.5,21.0,21,26,217,0.09907834101382494,0.06114852889046441,36.60944700460829,57.97695852534562,-8.13594470046083,149.01497695852535,113.58755760368663,4.380952380952381,2138,2.923076923076923,1608
B,21.0,21.0,20,26,254,-0.011220472440944818,0.015899454875832768,32.21653543307087,65.99606299212599,-11.007874015748031,40.63779527559055,-47.30708661417323,4.5,2115,3.5,1986
C,22.0,21.5,20,27,162,-0.15,-0.0018289894833104791,41.04938271604938,92.78086419753086,-19.320987654320987,3.567901234567901,-23.52777777777778,3.75,1740,2.925925925925926,1725
D,18.5,21.0,21,26,233,0.006642141835274832,0.016176956091119184,44.07832618025751,73.48497854077253,-13.072961373390559,41.006437768240346,-64.89270386266094,4.428571428571429,2187,3.1538461538461537,1682
E,19.5,21.0,19,26,195,-0.08515519568151145,0.0005917159763313589,25.357692307692307,79.7897435897436,-15.88974358974359,26.93717948717949,-58.96666666666667,3.789473684210526,1683,3.3846153846153846,1856
F,21.5,21.0,19,26,161,-0.11229159856162148,-0.08910654562828477,29.194099378881987,65.48447204968944,-18.077639751552795,9.383540372670808,-63.232919254658384,3.789473684210526,1683,2.8846153846153846,1655
G,21.5,21.5,21,27,226,-0.031605562579013986,0.025893149786955064,39.44469026548673,74.55088495575221,-9.603982300884956,23.97566371681416,36.152654867256636,4.142857142857143,1974,3.259259259259259,1943
H,21.0,21.0,22,26,219,0.007056870070568716,0.008254302774850713,51.333333333333336,49.9041095890411,-9.735159817351597,13.525114155251142,-3.5433789954337898,4.363636363636363,2259,2.769230769230769,1559
I,20.0,21.0,20,26,166,-0.014759036144578274,-0.009036144578313263,15.22289156626506,96.83734939759036,-18.96385542168675,3.7590361445783134,-28.072289156626507,3.6,1683,3.0,1644
J,20.5,21.5,19,27,162,0.11825860948667972,-0.03978052126200269,26.719135802469136,95.8179012345679,-24.188271604938272,-44.651234567901234,74.98765432098766,4.0,1754,2.740740740740741,1589
K,21.5,21.0,21,26,195,-0.0943833943833943,0.006508875739644948,32.18846153846154,59.58461538461538,-13.330769230769231,15.929487179487179,-34.63846153846154,4.619047619047619,2284,2.923076923076923,1666
L,20.0,21.0,14,26,126,-0.15249433106575974,0.12698412698412695,15.642857142857142,83.38095238095238,-3.0476190476190474,108.46031746031746,-87.88888888888889,5.214285714285714,1696,2.4615384615384617,1364
M,22.0,21.0,24,26,241,0.031811894882434334,-0.04356846473029044,53.88381742738589,54.004149377593365,-11.775933609958507,-0.24066390041493776,49.518672199170126,5.041666666666667,2921,2.8461538461538463,1654
N,21.0,21.0,22,26,251,0.011408909815284347,0.011186025130248193,40.386454183266935,56.08366533864542,-4.211155378486056,4.051792828685259,11.0398406374502,5.2272727272727275,2707,2.6153846153846154,1473
O,19.5,21.5,21,27,235,0.0017223910840931534,-0.0008668242710796305,48.29255319148936,70.94787234042553,-14.754255319148935,-1.8484042553191489,-0.02925531914893617,4.523809523809524,2210,3.0,1692
P,19.0,21.0,20,26,193,-0.03367875647668388,-0.0850936628138701,36.590673575129536,57.12435233160622,-18.984455958549223,-23.637305699481864,-67.44041450777202,4.2,2025,3.0,1635
Q,19.5,21.5,21,33,278,0.00942103460089072,-0.015260518857641119,42.365107913669064,102.4226618705036,-9.96043165467626,-108.17625899280576,124.08543165467626,4.857142857142857,2427,2.727272727272727,1899
R,18.5,21.0,19,26,222,0.02536747273589375,-0.023388773388773414,29.72747747747748,60.05855855855856,-9.484234234234235,12.32545045045045,38.858108108108105,4.894736842105263,2154,3.0384615384615383,1663
S,18.5,21.5,21,27,184,0.0380434782608696,0.015901771336553964,25.58695652173913,88.0,-8.277173913043478,37.59103260869565,32.62907608695652,3.5714285714285716,1740,3.3333333333333335,1853
T,22.0,21.0,18,26,140,-0.08730158730158738,-0.15769230769230774,18.12857142857143,88.37142857142857,-7.821428571428571,-108.09285714285714,-94.75,4.0,1683,2.6153846153846154,1478
U,20.0,21.0,20,26,166,-0.014759036144578274,-0.009036144578313263,15.22289156626506,96.83734939759036,-18.96385542168675,3.7590361445783134,-28.072289156626507,3.6,1683,3.0,1644
V,23.5,21.0,21,26,189,-0.10015117157974307,-0.013431013431013383,42.8531746031746,58.76190476190476,-12.359788359788359,-158.66931216931218,-117.07936507936508,4.523809523809524,2281,2.576923076923077,1507
W,20.5,21.0,23,26,248,-0.04926367461430574,0.06947890818858554,50.41935483870968,55.935483870967744,-12.616935483870968,13.620967741935484,-76.39112903225806,5.260869565217392,2780,2.769230769230769,1521
X,22.5,21.0,25,26,209,0.01655502392344502,0.012145748987854187,31.14952153110048,64.70813397129187,-14.311004784688995,6.318181818181818,16.30622009569378,3.68,2163,3.1153846153846154,1805
Y,22.5,21.0,21,26,161,-0.11106181603076018,-0.09077878643096039,35.380434782608695,56.77018633540373,-5.453416149068323,-203.03726708074535,-109.00621118012423,4.095238095238095,2110,2.6153846153846154,1501
Z,21.0,21.0,22,26,202,0.018226822682268305,-0.021706016755521692,29.65841584158416,98.2871287128713,-27.544554455445546,-22.554455445544555,31.405940594059405,3.272727272727273,1683,3.6538461538461537,2047
A,19.0,21.0,22,26,225,0.0026262626262625525,0.05367521367521373,29.746666666666666,56.4,0.07555555555555556,184.62666666666667,4.075555555555556,4.136363636363637,2105,2.9615384615384617,1598
B,19.5,21.0,17,26,263,-0.0766047864012526,0.006873354782100067,32.51615969581749,65.11406844106465,0.7927756653992395,11.846958174904943,-106.75475285171103,5.352941176470588,2128,3.3076923076923075,1809
D,19.0,21.0,18,26,241,-0.06846473029045638,0.006383657835939971,43.572614107883815,70.82157676348548,-0.6804979253112033,4.580912863070539,-143.97510373443984,5.166666666666667,2187,2.923076923076923,1585
E,19.0,19.0,14,26,207,-0.13664596273291935,0.0,23.130434782608695,77.8840579710145,0.0,0.0,-81.6231884057971,5.142857142857143,1737,3.1538461538461537,1737
F,19.0,21.0,14,26,172,-0.1918604651162791,-0.07871198568872988,24.58139534883721,65.16279069767442,-4.8313953488372094,-26.412790697674417,-146.6453488372093,5.142857142857143,1683,2.730769230769231,1506
G,18.5,21.5,19,27,224,0.015037593984962353,0.03951719576719573,39.107142857142854,73.91964285714286,7.551339285714286,70.29352678571429,103.45089285714286,4.526315789473684,1949,3.1481481481481484,1770
H,19.0,21.0,18,26,245,0.0,0.00816326530612248,51.08571428571429,50.816326530612244,0.0,12.416326530612245,0.0,5.333333333333333,2259,2.4615384615384617,1351
I,19.0,21.0,14,26,153,0.0,-0.010558069381598756,11.18954248366013,99.92156862745098,0.0,-1.8169934640522876,0.0,5.285714285714286,1709,2.769230769230769,1503
J,18.5,21.5,13,27,167,0.1591432519576233,-0.05089820359281442,19.639221556886227,90.83682634730539,-4.549401197604791,-27.726796407185628,36.074101796407184,5.769230769230769,1720,2.5555555555555554,1414
K,19.5,21.0,17,26,213,-0.15423916045291364,0.016612495485734922,31.733568075117372,60.48826291079812,0.20657276995305165,12.859154929577464,-70.51643192488262,5.647058823529412,2259,2.8076923076923075,1566
L,20.0,21.0,14,26,116,-0.2641625615763546,0.13958885941644567,29.92241379310345,86.21551724137932,5.870689655172414,51.9051724137931,-183.69827586206895,5.214285714285714,1696,2.3076923076923075,1290
M,19.0,21.0,20,26,257,0.005642023346303482,-0.0445974259203831,49.91050583657587,54.54474708171206,2.2334630350194553,17.198443579766536,18.365758754863812,5.95,2865,2.5384615384615383,1389
N,19.0,21.0,18,26,288,-0.0005787037037037695,0.007077991452991483,44.572916666666664,55.579861111111114,5.847222222222222,5.604166666666667,3.013888888888889,6.388888888888889,2707,2.5,1361
O,19.0,21.5,20,27,233,-0.007939914163090122,-0.005166110316324869,45.01716738197425,71.00536480686695,-1.7274678111587982,-4.040772532188841,-9.267167381974248,4.75,2210,2.925925925925926,1636
P,19.5,21.0,17,26,208,-0.13574660633484156,-0.08154585798816563,36.58653846153846,56.62019230769231,-6.665865384615385,-46.42427884615385,-177.7283653846154,4.9411764705882355,2025,2.8076923076923075,1536
Q,19.5,22.5,21,33,273,-0.0009593581022153263,-0.02036852036852035,42.92399267399267,101.10714285714286,8.297619047619047,-64.88965201465201,97.97664835164835,4.904761904761905,2378,2.696969696969697,1891
R,19.5,21.0,17,26,214,-0.0574491478834525,-0.027138749101365916,27.64252336448598,61.967289719626166,4.530373831775701,14.79556074766355,-57.58177570093458,5.470588235294118,2151,3.0,1643
S,18.5,21.5,17,27,187,0.01022334067316756,0.012576747870865526,25.137700534759357,84.04679144385027,7.573529411764706,35.3629679144385,-5.705213903743315,4.411764705882353,1740,3.3333333333333335,1828
T,19.0,21.0,18,26,131,0.0,-0.17498532002348796,13.48091603053435,92.04580152671755,0.0,-156.70229007633588,0.0,4.0,1683,2.4615384615384617,1351
U,19.0,21.5,18,27,227,-0.0004894762604013497,0.023576439875999396,48.607929515418505,66.09140969162996,-0.16740088105726872,-66.6079295154185,-2.486784140969163,5.444444444444445,2318,2.3703703703703702,1351
V,18.5,21.5,17,27,163,-0.11602309635510638,0.0014769370597591618,30.37269938650307,90.49539877300613,-0.49846625766871167,1.6848159509202454,73.08358895705521,4.411764705882353,1740,2.8518518518518516,1610
W,19.0,19.0,20,26,250,-0.0045999999999999375,0.06323076923076917,47.308,54.948,0.792,-20.648,-1.032,6.0,2915,2.5384615384615383,1389
X,19.0,21.0,20,26,202,-0.0032178217821781986,0.010662604722010673,27.559405940594058,63.08910891089109,1.118811881188119,18.04950495049505,-2.514851485148515,4.6,2163,3.076923076923077,1655
Y,19.0,21.0,20,26,156,-0.0019230769230770051,-0.09911242603550295,27.474358974358974,55.6025641025641,0.14102564102564102,-238.28205128205127,-0.6025641025641025,4.3,2110,2.5384615384615383,1389
Z,19.0,21.0,18,26,205,-0.0032520325203252063,-0.010881801125703507,22.62439024390244,97.58048780487805,-8.702439024390245,13.75609756097561,-10.22439024390244,4.0,1683,3.4615384615384617,1845
A,24.0,24.0,22,26,138,0.05270092226613973,0.06187290969899669,28.971014492753625,63.95652173913044,6.471014492753623,234.42753623188406,72.90579710144928,4.363636363636363,2057,3.0,1777
B,22.5,22.5,19,25,191,0.00041333700744005633,0.015183246073298448,33.852094240837694,64.42801047120419,3.634816753926702,36.864528795811516,-48.64201570680628,4.947368421052632,2137,3.64,2038
C,24.0,23.0,22,26,131,-0.1557945870922971,-0.0469759248385202,63.045801526717554,74.38167938931298,-12.366412213740459,-104.61068702290076,28.106870229007633,3.772727272727273,1883,3.3076923076923075,2009
D,25.5,22.5,25,25,192,-0.009166666666666714,0.003125,76.08333333333333,66.25,1.3463541666666667,10.196614583333334,-169.640625,3.8,2160,3.6,2119
E,23.0,22.5,18,25,154,-0.1598124098124099,0.003376623376623371,30.954545454545453,72.65259740259741,1.0422077922077921,9.71103896103896,-133.16071428571428,4.444444444444445,1815,3.52,2007
F,21.5,22.5,17,25,118,-0.15553339980059822,-0.05118644067796609,23.470338983050848,69.75847457627118,-6.491525423728813,-39.08262711864407,-183.3135593220339,4.588235294117647,1811,3.12,1693
G,23.5,23.0,23,26,164,-0.05567338282078476,0.03330206378986871,65.8109756097561,70.7560975609756,3.091463414634146,43.875,87.10975609756098,3.8260869565217392,1973,3.4615384615384617,2069
H,23.5,22.5,25,25,201,-0.002089552238805936,-0.003482587064676608,71.78233830845771,66.13059701492537,-0.5485074626865671,-6.3252487562189055,-5.759328358208955,3.84,2182,3.4,1930
I,22.5,22.5,7,25,94,-0.05319148936170188,0.0,1.824468085106383,71.27127659574468,0.0,0.0,-17.64627659574468,10.142857142857142,1620,2.32,1284
J,19.5,22.5,11,35,120,0.17727272727272722,-0.016666666666666632,6.6,124.58333333333333,-7.766666666666667,-8.2875,162.40416666666667,7.454545454545454,1851,1.7142857142857142,1281
K,22.5,22.5,23,25,186,-0.1367461430575035,0.013118279569892479,47.0994623655914,68.4758064516129,3.1370967741935485,16.646505376344088,-110.36155913978494,4.130434782608695,2160,3.68,2051
L,22.0,22.5,18,25,108,-0.24279835390946503,0.061481481481481526,36.370370370370374,80.45370370370371,8.314814814814815,53.925925925925924,-261.74074074074076,4.166666666666667,1670,2.76,1492
M,23.0,22.5,30,25,246,0.02344173441734417,0.010243902439024453,83.15853658536585,59.85162601626016,4.908536585365853,28.713414634146343,26.818089430894307,4.433333333333334,2970,3.44,1906
N,24.5,22.5,25,25,160,-0.016500000000000056,-0.04025000000000006,57.8,62.2,11.103125,-67.5390625,-91.315625,4.52,2581,3.2,1813
O,21.5,23.0,27,26,179,0.0034140285536934213,-0.011173184357541862,94.81983240223464,58.312849162011176,0.45251396648044695,-43.134078212290504,-1.4860335195530727,3.5555555555555554,2169,3.576923076923077,2022
P,21.0,22.5,18,25,143,-0.06682206682206686,-0.07986013986013987,31.23076923076923,60.86538461538461,-10.671328671328672,-84.18881118881119,-137.1818181818182,4.611111111111111,1962,3.12,1678
Q,20.0,24.0,26,34,230,0.031103678929765895,-0.026854219948849147,83.97391304347826,93.20869565217392,13.165217391304347,-214.2086956521739,188.47826086956522,4.038461538461538,2395,2.9705882352941178,2195
R,25.0,22.5,22,25,209,-0.10308829926054809,0.010047846889952155,42.2200956937799,60.45095693779904,6.277511961722488,55.66028708133971,-125.42822966507177,4.318181818181818,2148,3.4,1969
S,21.0,23.0,14,26,121,-0.02597402597402595,-0.020025429116338218,19.371900826446282,60.239669421487605,7.528925619834711,-8.057851239669422,-40.752066115702476,5.928571428571429,1884,3.1923076923076925,1770
T,24.0,22.0,22,26,119,-0.004201680672268893,-0.09146735617323848,23.084033613445378,83.53781512605042,0.7394957983193278,-243.83193277310923,-5.915966386554622,3.6363636363636362,1921,2.769230769230769,1638
U,21.5,23.0,25,26,199,-0.01577889447236174,-0.02512562814070348,72.23994974874371,67.78894472361809,6.773869346733668,-130.64572864321607,21.507537688442213,4.0,2237,2.9615384615384617,1700
V,23.5,22.5,23,25,128,-0.06657608695652174,-0.0896875,32.734375,61.4375,6.51953125,-268.021484375,-75.5390625,3.9565217391304346,2130,2.92,1650
W,23.0,22.5,38,25,239,-0.028407839682889208,-0.07305439330543934,90.0,58.40899581589958,6.7740585774058575,-418.21338912133893,-55.5836820083682,3.3947368421052633,2973,3.8,2143
X,24.0,22.5,24,25,170,-0.014705882352941124,0.003529411764705941,38.94117647058823,74.77941176470588,13.805882352941177,-0.11176470588235295,-16.652941176470588,3.875,2115,3.88,2228
Y,24.0,22.5,22,25,124,-0.0355571847507331,-0.08451612903225808,20.45967741935484,73.08870967741936,6.100806451612903,-201.76209677419354,-66.87298387096774,3.727272727272727,1950,3.04,1729
Z,22.5,22.5,21,25,149,-0.015180568871844036,0.013825503355704712,35.216442953020135,85.27013422818791,-11.337248322147651,52.28104026845637,-22.07969798657718,3.761904761904762,1784,4.0,2205
A,22.0,22.0,26,30,252,-0.0013736263736263345,0.04537037037037036,46.32142857142857,69.77380952380952,0.3055555555555556,349.10714285714283,-1.3849206349206349,3.8076923076923075,2227,2.7666666666666666,1826
B,21.0,22.0,18,30,313,-0.06762513312034082,0.0,37.81789137380192,90.04472843450479,1.8498402555910542,18.578274760383387,-129.7476038338658,5.444444444444445,2251,3.033333333333333,1987
C,21.0,22.0,22,32,207,-0.08915239350021958,0.005585748792270584,49.18840579710145,128.40096618357487,-3.1642512077294684,6.468599033816425,198.72946859903382,3.727272727272727,1886,2.71875,1910
D,24.0,22.0,24,30,310,-0.06975806451612909,-0.007419354838709679,77.59677419354838,102.73870967741935,-1.664516129032258,-15.019354838709678,-279.90967741935486,4.208333333333333,2323,2.933333333333333,2031
E,21.0,22.0,16,30,232,-0.17268318965517238,0.006034482758620641,30.038793103448278,106.43103448275862,1.4482758620689655,11.586206896551724,-165.93965517241378,4.75,1748,2.8333333333333335,1859
F,19.5,22.0,15,30,193,-0.21502590673575123,-0.08704663212435229,28.996113989637305,88.19689119170984,-5.22279792746114,-41.56476683937824,-234.85492227979276,5.066666666666666,1748,2.4,1533
G,22.0,22.0,24,32,275,0.009545454545454598,0.027159090909090855,65.9090909090909,109.08727272727273,5.96,95.16,214.03272727272727,3.9166666666666665,2096,3.0625,2240
H,23.5,22.0,23,30,296,0.0,0.0,88.27702702702703,67.13513513513513,0.0,0.0,0.0,4.521739130434782,2392,2.3,1554
I,23.0,22.0,2,30,93,0.0,0.0,0.6666666666666666,80.0,0.0,0.0,0.0,38.0,1748,1.6,1059
J,13.5,22.5,11,31,118,0.26348228043143285,0.06396938217605246,16.0635593220339,98.1822033898305,-11.690677966101696,-13.360169491525424,155.7415254237288,7.090909090909091,1765,1.8709677419354838,1168
K,22.0,22.0,20,30,256,-0.1619140625,0.008333333333333333,45.32421875,81.0625,2.55859375,19.02734375,-121.99609375,5.25,2414,2.6,1758
L,19.5,22.0,15,30,160,-0.27999999999999997,0.10499999999999995,32.45,106.25,6.3,50.1375,-283.5,5.066666666666666,1748,2.033333333333333,1302
M,21.5,22.0,31,30,399,0.02227342549923193,-0.0021720969089390253,133.15225563909775,72.9874686716792,2.536340852130326,-154.45238095238096,42.83709273182957,4.935483870967742,3464,2.6,1712
N,23.0,22.0,24,30,298,0.0,-0.0030201342281878612,86.87248322147651,76.80872483221476,16.77181208053691,-1.8926174496644295,-5.919463087248322,5.333333333333333,2944,2.3333333333333335,1565
O,20.5,22.0,29,32,301,-0.00807652652079276,0.00020764119601324182,95.07392026578073,103.41528239202658,-1.541528239202658,-2.5764119601328903,-23.664451827242527,3.6206896551724137,2415,3.03125,2056
P,21.0,22.0,18,30,246,-0.1228545618789521,-0.10081300813008127,42.951219512195124,78.95934959349593,-9.873983739837398,-87.7520325203252,-221.02032520325204,4.944444444444445,2125,2.5,1620
Q,21.0,24.0,30,36,341,0.0036168132942326755,-0.00961225154773546,93.43988269794721,125.03225806451613,16.958944281524925,-10.841642228739003,144.5425219941349,3.6666666666666665,2440,2.888888888888889,2259
R,23.5,22.0,21,30,290,-0.11395730706075537,-0.0377011494252874,49.16724137931035,84.75172413793103,5.748275862068965,17.013793103448275,-165.88275862068966,4.809523809523809,2284,2.8333333333333335,1945
S,19.5,22.0,17,32,214,-0.0030236393622870726,0.007301401869158841,27.60514018691589,116.21495327102804,9.02803738317757,23.843457943925234,-12.261682242990654,4.882352941176471,1898,2.875,1898
T,20.5,22.0,21,30,178,0.0,-0.14157303370786517,15.710674157303371,115.3932584269663,0.0,-207.75842696629215,0.0,3.619047619047619,1748,2.2333333333333334,1441
U,22.0,22.5,22,31,249,0.02409638554216865,0.04061406917994561,76.67469879518072,92.48293172690764,-5.377510040160643,-121.73092369477912,25.522088353413654,4.818181818181818,2451,2.193548387096774,1496
V,21.5,22.0,25,30,218,-0.013027522935779814,-0.02415902140672787,48.96559633027523,77.46788990825688,0.7614678899082569,-370.3096330275229,-25.88532110091743,4.12,2423,2.3666666666666667,1549
W,21.5,22.0,39,30,402,0.005230258961602247,-0.004975124378109422,123.4589552238806,74.40796019900498,1.2487562189054726,-301.43532338308455,15.203980099502488,3.8974358974358974,3561,2.8333333333333335,1850
X,20.5,22.0,23,30,233,0.009796603844000815,0.0038626609442059608,38.30150214592275,84.77682403433477,-1.2854077253218885,28.080472103004293,14.07510729613734,4.434782608695652,2346,2.9,1860
Y,21.0,22.0,22,30,172,-0.002114164904862583,-0.10426356589147284,29.372093023255815,77.52325581395348,0.5116279069767442,-312.8720930232558,-5.209302325581396,4.136363636363637,2213,2.2666666666666666,1473
Z,20.0,22.0,22,30,224,0.0066964285714285025,0.00625,34.129464285714285,137.82142857142858,-14.678571428571429,22.6875,28.973214285714285,3.4545454545454546,1748,3.433333333333333,2161
A,21.5,22.5,27,27,245,0.05147392290249436,0.10211640211640208,36.7234693877551,62.43775510204082,8.929591836734694,312.6158163265306,93.89030612244898,3.3333333333333335,1972,3.2222222222222223,1857
B,20.0,22.0,24,28,395,0.02141350210970468,0.0018083182640144762,45.167088607594934,73.19493670886077,1.4354430379746836,21.481012658227847,-44.64556962025316,4.041666666666667,2230,3.392857142857143,2018
